,gauge_126001A_SandyCkHomebush:Downstream Flow Volume,gauge_126001A_SandyCkHomebush:Constituents@N_DIN@Downstream Flow Mass,gauge_126001A_SandyCkHomebush:Constituents@N_DON@Downstream Flow Mass,gauge_126001A_SandyCkHomebush:Constituents@N_Particulate@Downstream Flow Mass,gauge_126001A_SandyCkHomebush:Constituents@P_DOP@Downstream Flow Mass,gauge_126001A_SandyCkHomebush:Constituents@P_FRP@Downstream Flow Mass,gauge_126001A_SandyCkHomebush:Constituents@P_Particulate@Downstream Flow Mass
2013-10-18,282.8804132367168,0.005280849377975947,0.020214631571562114,0.011893011551076351,0.0009926579960519268,0.0035677959747808553,0.01388019891535079
2013-10-19,274.8284533915744,0.005130666455968725,0.019659089985479224,0.011530645744794768,0.0009661600392493901,0.003473121460189726,0.013454428488077185
2013-10-20,267.0544239740534,0.004985479556748939,0.019120240263575214,0.01118232021383033,0.0009403341406597229,0.0033807471073692167,0.013045097595691666
2013-10-21,259.55107031200123,0.004845187141218977,0.018597977045468214,0.010847498041943153,0.0009151955853342793,0.0032907442756578533,0.012651598902807282
2013-10-22,252.3105762393052,0.004709672370330752,0.018092102817532492,0.010525643179533204,0.0008907524728901955,0.0032031563358420998,0.012273321644686872
2013-10-23,245.3247537499919,0.004578807296506529,0.017602348028785034,0.010216225708666723,0.0008670070482954393,0.003118003734218918,0.011909658519119445
2013-10-24,238.58519449104963,0.004452456256152616,0.01712838765453314,0.009918725803109077,0.0008439568141963459,0.0030352882352081157,0.011560010939227972
2013-10-25,232.0833900919165,0.004330478605068324,0.016669854807314165,0.009632636647834746,0.0008215954597026072,0.0029549964725370348,0.011223792973366275
2013-10-26,225.8108497417852,0.00421273136793096,0.01622635360824703,0.009357467666263872,0.0007999137236758547,0.0028771032448837537,0.010900435686007565
2013-10-27,219.75914217490345,0.004099070348469723,0.01579746588610869,0.009092744362638178,0.0007788999152539795,0.0028015735379766644,0.010589387166851235
2013-10-28,213.91995556081747,0.003989351567172215,0.015382758795321189,0.008838009362828135,0.0007585404599153057,0.002728364627798482,0.010290114071943298
2013-10-29,208.2851430500259,0.0038834323881462673,0.014981790983778278,0.008592823019357501,0.0007388203520278966,0.0026574278293271993,0.010002102603790742
2013-10-30,202.84702065252122,0.003781177699021476,0.014594135750213727,0.008356778812412641,0.0007197244115770932,0.002588713169696759,0.009724879093388681
2013-10-31,197.597786801794,0.003682448437655221,0.014219343290889586,0.00812013848311957,0.0007012355682523907,0.002522163202517694,0.009447109482851835
2013-11-01,563.1392523777977,0.06643840796160981,0.08278758262505703,0.16844737801769097,0.005421729774346214,0.020895823293559213,0.054537689287748374
2013-11-02,801.4477125886569,0.11443804980712002,0.13067275247331916,0.3198043274039241,0.008797741247744753,0.03411599113882023,0.11040029080759002
2013-11-03,976.3862116884293,0.15308076585029037,0.16812144404163254,0.4531515453001538,0.011412707023882604,0.04437569662261081,0.15823331798482781
2013-11-04,1093.995598220532,0.18177503151562907,0.1951755575821962,0.5528895313980045,0.01326617564994944,0.051661017724440476,0.19391559309792986
2013-11-05,1165.657947954478,0.20177821929399273,0.21343532646855967,0.6173002812882148,0.014477269770946056,0.056432105545401456,0.21713317990489617
2013-11-06,1202.7063381698772,0.21478009524177813,0.22477288599629952,0.6513479066021856,0.01518599640465424,0.059233965506001074,0.22968576205034694
2013-11-07,1214.6677264712562,0.22237519910808884,0.23087192592241973,0.6619458940160025,0.015518113162398166,0.06055752671824322,0.23399779615864152
2013-11-08,1208.9914234668322,0.22590341745568746,0.23310750268076408,0.6557070555753212,0.015575972592514071,0.060803037809629645,0.23237534757360037
2013-11-09,1191.2708608191551,0.22643001057517606,0.2325493907078511,0.6381021160578378,0.015438827601053313,0.06028083265868012,0.22672455273870962
2013-11-10,1165.6016853084311,0.22477694270214085,0.23000752755374568,0.6133189570692681,0.015166333419727987,0.05922479040008323,0.2185056779917278
2013-11-11,1134.9319881779247,0.22156778574302974,0.22608539966054056,0.5844092905629146,0.014802629385878577,0.0578081697149241,0.20878467444521415
2013-11-12,1101.3469672291576,0.21726908784646326,0.22122640956948325,0.553508457455846,0.014379885865977066,0.05615741156979564,0.19830938560072428
2013-11-13,1066.3069705722064,0.2122285380723342,0.21575492443150146,0.5220682557747879,0.01392140546437541,0.0543642330679674,0.18759022804380743
2013-11-14,1030.8159581970394,0.20670309369553885,0.20990594748403518,0.4910389185090154,0.013443873890981523,0.052494415139781744,0.1769631577726322
2013-11-15,995.5507632255404,0.20088169840750655,0.20384859921461027,0.4610158632175221,0.012959124735898915,0.050594699767424395,0.16664051487059667
2013-11-16,960.9765441824748,0.19490702062680731,0.1977079413394141,0.43236350635272547,0.012475690793498098,0.04869884971893305,0.15675436186781264
2013-11-17,6171.5562999547365,2.100174794131464,1.8893093022265806,10.585129064912767,0.12300847330110182,0.48444354242672244,3.289070963456557
2013-11-18,23133.739023577895,9.565026563214747,8.026737037111245,49.85825144926832,0.5215379381884738,2.058517981627207,15.588002748549716
2013-11-19,41411.54579894681,18.508728357120464,14.826215836394274,92.20226550313039,0.9588289502002149,3.7854417228856136,29.042827218376733
2013-11-20,52322.114893076665,24.517636103832356,18.9073685018832,118.64295678911579,1.2155381359757136,4.797886953942381,37.621986504965655
2013-11-21,56216.60890874178,27.03323372015403,20.231236314799677,130.9551352961026,1.292384378655658,5.098871171954075,41.79620290841902
2013-11-22,55207.69514790326,26.87479494940504,19.645532315631208,132.7870549323691,1.2466153163329885,4.915515116732077,42.65542485670404
2013-11-23,52401.08504713552,25.561592449818246,18.37702397002226,129.21004673959442,1.1582782423778017,4.5646159503970365,41.7675965771207
2013-11-24,48029.613305822946,23.341620165974316,16.577588699568295,121.2111225938549,1.0380590731140946,4.0885640817342965,39.40738049071432
2013-11-25,42953.68849799699,20.72781134534205,14.586715963853289,110.87730146500671,0.9076576997806848,3.5729925022008477,36.232165762286975
2013-11-26,37847.050469637456,18.10006825221603,12.648676955684612,99.85439019361121,0.7822875354883618,3.0778164122872917,32.77681221045723
2013-11-27,34080.316629248875,15.963588660575489,11.136093765840137,90.55143883617859,0.6853625731471675,2.694866147934184,29.862845569417157
2013-11-28,30137.539800420698,13.892052413062096,9.670027343516631,80.93936806237687,0.5922122168588995,2.327431772567131,26.796708045600372
2013-11-29,26479.017837862568,12.031041125270146,8.360811816668852,71.90003960446494,0.5095581367826416,2.0016557726346766,23.883003458854056
2013-11-30,23205.65904574217,10.405971437137117,7.222512247985091,63.72031158221812,0.43810404800482927,1.7202003368602354,21.226481320091935
2013-12-01,22727.511966118123,9.867210647683997,7.0019362093405695,61.28902410627742,0.4235048394501918,1.6625761582631815,20.33676996056139
2013-12-02,21777.710053084687,9.245293456386689,6.686769254071275,57.57888025253218,0.4033153599743038,1.583375707948747,19.115123762836856
2013-12-03,20467.68614341272,8.52609274633454,6.270032545383079,53.3753875879221,0.37715613780542656,1.480684093834951,17.726163842248326
2013-12-04,18904.247964335817,7.7465750341506565,5.774749114734628,48.91914255058547,0.3463646484746212,1.3597132910214855,16.254932410984566
2013-12-05,17246.91880335028,6.964727272359583,5.248731759377258,44.50552724827403,0.3138426981206448,1.2318829767659019,14.799664649288292
2013-12-06,15616.293229684117,6.222511640737849,4.730347132125523,40.33225424261854,0.2819235242020728,1.106390587130918,13.424847428192
2013-12-07,14083.338982827292,5.542393064660327,4.242900334727588,36.49807723175952,0.25201699771373753,0.9887998088767043,12.162153464860166
2013-12-08,12681.417174341164,4.9326342242688295,3.797664465715611,31.702984202117726,0.22479417078170627,0.8817624197739864,10.577083198427973
2013-12-09,11420.23878326016,4.392996328838731,3.3981277674012054,26.533235712531802,0.2004489977050117,0.7860481623749394,8.863831354294843
2013-12-10,10296.323980077897,3.918844355862541,3.0433410339361986,22.246018214966444,0.17890492824087456,0.7013589087810373,7.441995267518885
2013-12-11,9299.69006670874,3.5036762455990984,2.730118649575487,18.705302288378594,0.159950634725429,0.6268639996064063,6.2665768393923935
2013-12-12,8417.782729115617,3.1405421574537518,2.454357523799966,15.783755567876117,0.14332116110648416,0.5615205140313393,5.295558288945231
2013-12-13,9395.594284113697,3.2738455236111976,2.6746591879286274,19.621623684840635,0.15914856860132584,0.6235379874944739,6.5399717621062425
2013-12-14,9527.18205820167,3.2131140462068557,2.6798638110761237,20.282692955591312,0.1605617205354001,0.6291457007683922,6.815305346200199
2013-12-15,9395.312165715019,3.1064307892276535,2.6253841460656644,19.88128225668086,0.1576288143839724,0.6176551955814618,6.714183164885823
2013-12-16,9131.488082245174,2.9812809844457475,2.5414184632080135,18.957017130168172,0.1524668855892365,0.597376422081738,6.424355410909982
2013-12-17,8804.722120551334,2.8495116472462687,2.4432000985437567,17.80587681602653,0.146196625675925,0.5727160986352643,6.049840467993742
2013-12-18,8449.240408164176,2.715644054660855,2.3380723990148944,16.576973516606568,0.13939225851447945,0.5459384166300703,5.643716081145751
2013-12-19,8081.261011271615,2.5811820966062564,2.2295282277766675,15.341176735860055,0.1323479057931487,0.5182080353891686,5.231663059992236
2013-12-20,7708.423543279856,2.4466908994389547,2.119363926612501,14.131320076066887,0.125223624028566,0.4901620507764811,4.825880879152364
2013-12-21,7334.73552815802,2.3126761241017486,2.0087362588880975,12.963320332517968,0.11811966856899322,0.4622009388828578,4.432463231394346
2013-12-22,6962.9364493143,2.1798520807798356,1.8986152287134925,11.846197266878672,0.11111065091220795,0.4346224969717924,4.054939626248747
2013-12-23,6595.458642477337,2.0491297579297076,1.789928081002537,10.786211184597603,0.10425884925573813,0.40767422378293106,3.6957681252616634
2013-12-24,6234.68732632613,1.921504822294955,1.6835643204076383,9.788183296865038,0.09761777882138,0.3815676207920311,3.356835711480169
2013-12-25,5882.92646837446,1.7979382225527196,1.5803357871707553,8.855688792783974,0.09123216313699757,0.35647843261158646,3.0395531577104644
2013-12-26,5542.268949508863,1.6792641591188453,1.4809329910928521,7.990913693626247,0.08513702417505188,0.3325434301361665,2.744822083887337
2013-12-27,5214.489676021651,1.5661394119112386,1.3858999588324779,7.194585144995696,0.07935742193131873,0.3098597044120008,2.473019926488452
2013-12-28,4900.973756352112,1.4590243662001707,1.2956249947252891,6.466008580793618,0.0739087485795026,0.28848607918010194,2.2240173069334976
2013-12-29,4602.696055672695,1.358189369693502,1.2103472287655246,5.803239835863811,0.06879768186559125,0.26844704834368827,1.9972397184814263
2013-12-30,4320.2386953813075,1.2637360683829952,1.1301729845852224,5.203333044086986,0.06402350595556275,0.24973809788259055,1.7917543559416773
2013-12-31,4053.8331514630045,1.1756259440735206,1.0550971628027646,4.662614351257283,0.05957957249317626,0.23233152970353335,1.606365523722208
2014-01-01,3803.4149690989616,1.0937105742879167,0.9850259829124639,4.17694416857774,0.055454732009338356,0.21618213149895535,1.4397060665677515
2014-01-02,3568.6820757967066,1.017760209826171,0.9197986759640056,3.7419456991088187,0.0516346297341113,0.20123228692189707,1.2903172356553687
2014-01-03,3349.150740072418,0.9474888614145033,0.8592067704000285,3.3531899355228814,0.048102812983788774,0.18741632733223618,1.156713601726463
2014-01-04,3144.205762929354,0.8825751869914489,0.8030103808007535,3.006335942141579,0.044841635058246516,0.17466407275395104,1.0374325607396442
2014-01-05,2953.143346694251,0.8226791578321299,0.7509514124479654,2.6972303143770193,0.0418329642267079,0.1629036007388423,0.9310697253411447
2014-01-06,2775.206317037493,0.7674548630265986,0.702763889437509,2.42197212703949,0.03905871914105491,0.15206333043931622,0.8363023396416542
2014-01-07,2609.61211218503,0.716559986786658,0.6581817611045813,2.1769503450310914,0.03650125728673435,0.14207352871289855,0.7519030973076166
2014-01-08,2455.5743387625844,0.669662539402031,0.6169445923439026,1.9588603093156631,0.034143643674614,0.13286734653590426,0.6767466317863011
2014-01-09,2355.8348705269964,0.6391581668115955,0.5921452295314786,1.822155979254361,0.03281584936447217,0.12770591632506345,0.6292080807746369
2014-01-10,27412.41276545787,8.67139744001788,10.406131509002408,66.05324106574473,0.6704935862930257,2.647326491181157,20.262169674401427
2014-01-11,344325.5611232949,122.68614642269071,148.2551800924293,596.7529679243729,10.114269663776161,40.046159237721874,182.39868411330423
2014-01-12,528643.00789423,188.50512429902366,219.53374039108397,843.4996552928064,15.062253176104054,59.613404132465085,262.61996923756567
2014-01-13,494525.9108204603,174.39946598682639,196.51578428259813,790.1774415644117,13.44417210657807,53.17188965316088,249.8931844175296
2014-01-14,391905.9188492899,135.96994678860216,149.11208119304808,646.673043997252,10.127369305618418,40.021189341846345,207.14483160310303
2014-01-15,294372.4907757051,100.2297687343048,107.52648819452419,507.2718459828915,7.2322121600091975,28.555331410593816,164.1813591389076
2014-01-16,218995.5469288362,73.11909276731102,77.05719946084974,395.16659506910077,5.12578227654446,20.22044068850794,128.97625822022442
2014-01-17,164250.4040820577,53.789402334413275,55.871068796643236,309.9812199360588,3.673353040566179,14.47800570690064,101.87195177157326
2014-01-18,125039.84576113215,40.19666156483619,41.25991817388343,246.10767279097553,2.6808816715658526,10.557158522235415,81.34393448693261
2014-01-19,96810.12964445303,30.584964156596417,31.08803776790848,198.04179307056597,1.996615634106964,7.855960217383588,65.77178913788218
2014-01-20,76221.36314339002,23.69544549002174,23.88949474400739,161.49406097923375,1.5171256884381272,5.9645358802046315,53.852644815378945
2014-01-21,60966.654831545224,18.674560199237078,18.698726041238785,133.34517464411286,1.1747644644471684,4.615010220538434,44.62135509163646
2014-01-22,49477.83197992435,14.951771937320123,14.884101492100648,111.37337998785922,0.9255981143626598,3.6335266311127774,37.3814947568712
2014-01-23,40686.73195590923,12.144581432841438,12.029320571420431,93.99860445916438,0.7408829475839561,2.90641019963388,31.632829582146485
2014-01-24,33858.487375033525,9.993800829504272,9.856193109923696,80.08931178807975,0.6015539856651058,2.35830778046373,27.014245977400538
2014-01-25,28480.69395719161,8.321312646849286,8.175754734722014,68.82647946396006,0.4947577333574261,1.938445674998692,23.262614287291655
2014-01-26,26366.14629627856,7.532582168969689,7.437177495483016,62.59139118115161,0.4483074442126696,1.7556832412671675,21.22319571979563
2014-01-27,30270.192939685676,8.339341344888739,8.510639634383852,70.40056933094483,0.518370882914111,2.0315638169816497,23.82399296411792
2014-01-28,32481.826387238892,8.762835959115312,9.23332734624984,71.55339039378097,0.5650715919340461,2.2165320242721385,24.270300836461068
2014-01-29,32639.526019364435,8.707811641011213,9.368305866590534,68.15582536377624,0.5747709109377662,2.25587118942932,23.153453383630822
2014-01-30,34513.44775566632,9.036844143451143,9.918221955990221,65.65795604749808,0.6104003037048552,2.396643783114057,22.38505960815723
2014-01-31,2759573.5079176337,920.8090698007763,1190.4285837166556,2334.556513549817,77.75397658166675,307.84004703064136,755.4031823319347
2014-02-01,2504583.0918710874,804.9859441440332,997.2571209591375,2117.5950548369988,64.52210839774331,255.14317934584716,702.7950967549313
2014-02-02,1989422.1326866131,578.7345037191195,690.7014255437253,1735.4458464957468,43.99356222333043,173.5211994368724,591.4738573632867
2014-02-03,1441522.7575430828,374.92925698248604,439.02491976072383,1279.0656473851948,27.330386257739956,107.4730237325534,444.63390101753726
2014-02-04,979352.8210661983,232.24821858179192,270.60845538042,883.5125889870314,16.464197138888586,64.56021106173645,310.3851686266842
2014-02-05,660466.0401598776,144.86078425747039,169.44647032489496,601.399843547427,10.09442945145926,39.48099092339691,212.60255292613513
2014-02-06,452010.7494827478,92.83959694304835,109.52795208778534,413.06005311089336,6.405181899678321,24.994832707771483,146.62075182931125
2014-02-07,316661.98143006524,61.54524501434888,73.38632522829721,289.3178231407317,4.223727591559914,16.449601595950757,102.99520578179862
2014-02-08,227621.21714159223,42.22348853068334,50.921495825080974,207.44725861047866,2.891134456433635,11.240475826519678,74.01120662685203
2014-02-09,194209.83306661688,35.5195066898263,43.611385474970476,199.4697362133517,2.4855637701895588,9.666678727506511,69.8596196463104
2014-02-10,1345552.2989987726,352.4700084869932,441.9516122113493,1017.8361518143473,28.487439987091506,112.30671369783445,344.88791300821913
2014-02-11,1240429.0848173802,314.3957490266662,385.26870776793555,873.6836726609063,24.222517218598462,95.37289909558218,304.30316046576377
2014-02-12,871976.5820644174,206.90802593843264,254.47943907672325,612.185471334475,15.628995289082578,61.424265521542445,216.9399116343303
2014-02-13,580789.5369703446,128.55872028525621,160.54990439393288,418.5900709246551,9.665527364618884,37.91382969994273,149.45602674991363
2014-02-14,392901.44875183643,81.26765742296995,103.55401451789591,292.402011365714,6.129297865586483,23.99703550720785,104.700104560633
2014-02-15,273903.0914812769,53.23746261481155,69.2926108060834,210.12351695477696,4.043416345653469,15.802529978560798,75.29445426750044
2014-02-16,196945.3441599012,36.21762521194043,48.118783959299755,155.1218204466148,2.774815014125671,10.827275977830894,55.57735565382472
2014-02-17,145670.13487522103,25.517032358706462,34.555992026131335,117.3074151281826,1.9732123743871788,7.688563827536895,42.0094154975361
2014-02-18,110493.3861805404,18.549448828012714,25.562361340365825,90.63136675605816,1.447810258673341,5.634362472716563,32.439071711752554
2014-02-19,112078.78570041707,19.8916943035546,27.135282788336603,117.2613583031352,1.5748027035048793,6.142655979606645,40.35958112483306
2014-02-20,1402553.0595489508,403.4509684361462,517.3560776096078,1094.168151374769,33.304410573331594,131.42509882960726,360.2796351809416
2014-02-21,2166210.242276663,545.0495348284701,727.1327001942655,1545.5132858532302,46.25029718482198,182.2166251738382,523.2053652106733
2014-02-22,1797484.8371707967,393.8968777116283,547.164644795951,1235.4422437013238,34.20358115098983,134.456561226359,426.92681376296196
2014-02-23,1276043.1222272099,251.30291848331893,360.12414042161066,855.5896803424777,22.107162643642884,86.72388656793373,299.95839100165534
2014-02-24,851270.6080973814,154.42246795818616,226.95277808826788,564.275301112396,13.696344432213351,53.6278507818753,199.5412927393529
2014-02-25,578993.7613259217,97.53028791884913,146.48099046489796,378.1543870059656,8.697153351862948,33.99013436894001,134.84352666627933
2014-02-26,402113.861466802,63.499763417627534,97.16437625820255,258.6600731229725,5.6838794546208,22.174414858246923,92.89859399752707
2014-02-27,285892.1997072138,42.702813351970164,66.39587201125089,181.19679413384753,3.832579712940607,14.927436991188562,65.47273780794129
2014-02-28,208199.42862722932,29.64620842528681,46.73409939333417,130.12139800590276,2.665913399223786,10.367800100004887,47.25708379996772
2014-03-01,155174.63281798846,21.20513734988054,33.82813818445351,95.72490627119905,1.9096247098363786,7.416416968397123,34.91409270090149
2014-03-02,118178.05723887279,15.585375527521682,25.12216400908616,72.02765255089605,1.4051274505599092,5.450332064390304,26.366042149010525
2014-03-03,91792.84022597651,11.73759878984686,19.092644361083387,55.32700355581007,1.0592036091244303,4.103919869516802,20.315009171645215
2014-03-04,72577.65495235399,9.033599545437058,14.812593361566838,43.299067965434965,0.8158392362313007,3.1577834617825213,15.940397142097146
2014-03-05,58308.18862650644,7.087593953381253,11.70477854268489,34.45905373561042,0.6405426351899292,2.47699715303131,12.71467127757144
2014-03-06,47519.109484568784,5.656514317863313,9.40108599586315,27.839423412201807,0.5115381489628245,1.9764784551588814,10.292266157496499
2014-03-07,39226.12144599261,4.583357865230727,7.661204145019157,22.796897966554987,0.41473915508899956,1.6012475706604026,8.442387676119232
2014-03-08,36271.340729386284,4.203872293484155,7.134264531809231,23.8347193855846,0.38894621712624416,1.502773204912411,8.559731494327465
2014-03-09,38727.225842508895,4.467569767042152,7.76520699449725,25.63372006360555,0.43204138392874614,1.6731049765023422,9.250688012835314
2014-03-10,84691.48966897653,12.539124411123458,23.222819395837217,97.36478467870091,1.4101378472010806,5.53135603011192,31.456680393726476
2014-03-11,138773.2196287761,20.067638313445606,37.81626325137356,149.2297244619967,2.3210248636180264,9.121567512490342,49.43270447328118
2014-03-12,145231.64640781956,20.272844923302976,38.67894232766299,152.32986531074852,2.378558483301157,9.348670888906844,51.242256507467786
2014-03-13,127386.97323810623,17.261833127331677,33.320907951202976,134.9163045176639,2.048104238777424,8.047163833911581,45.78257863591544
2014-03-14,104993.25824108731,13.8760728871626,27.091044630476677,114.54840827522274,1.6621882771123173,6.527545674331389,39.05575540762345
2014-03-15,85102.37439689209,11.00625068035619,21.721346846811,96.62682191995457,1.3290667552897786,5.2162686452656235,33.025600154625984
2014-03-16,69064.8296143994,8.762315451252823,17.466355904317975,81.93316414550608,1.0650325644585483,4.177380518872675,28.036218174149084
2014-03-17,56492.72684236059,7.044596717363205,14.16963965848379,70.03397243116608,0.8606083651106089,3.3734233373621647,23.976985051522398
2014-03-18,46668.251431310484,5.728917590742393,11.616094238533712,60.33972786635778,0.7025129018176559,2.7519897954629875,20.66268131831603
2014-03-19,38941.69689759346,4.712317541404493,9.62250312126176,52.35690777128923,0.5793633570909615,2.268182354727808,17.93109574510114
2014-03-20,34783.17019171553,4.097744105727455,8.424270686292884,47.385427907327525,0.5048972928654231,1.9750493375358933,16.281207095417418
2014-03-21,44390.56906079815,5.486606037005493,11.211776816222606,65.05722369854968,0.680566529589232,2.6660704956595955,21.803176551513914
2014-03-22,95554.76412562159,13.77179542086063,27.721943995880498,171.79389013057195,1.7322511542784638,6.811374681259509,55.4944899946903
2014-03-23,147398.86427490952,19.90084335948245,39.7602067209811,228.04855960815902,2.4757923351031557,9.731570203794602,75.65690504147348
2014-03-24,149397.0055955071,19.3636674182392,38.680470507625735,216.91830343858075,2.39580929607967,9.412542266050467,73.08017967611181
2014-03-25,140737.28980603346,17.538041173229686,35.18243222188365,195.0073884751322,2.1679805640615557,8.511111848410309,66.59650340312345
2014-03-26,319088.4603547061,48.34718033461953,95.25566574958891,303.6853149908398,5.997466625882592,23.63852422727716,105.99499174357877
2014-03-27,4614519.655792705,867.9721480771187,1735.309840994282,2690.5099700310634,110.42205619562934,435.9672794945734,901.3323885376061
2014-03-28,7131621.4262814475,1256.3319197619842,2547.509893254918,3894.390884754963,158.5481310196664,624.8812322636826,1315.7486415202
2014-03-29,7635426.171226101,1287.2287553797473,2637.1052531602622,4018.036295414904,162.60196813027954,640.2058381298291,1364.6112114697166
2014-03-30,4666454.174816131,724.5412828129635,1502.7477450198196,2403.053210192378,91.39614830102282,359.2261829019697,829.8505990505608
2014-03-31,2710753.992910877,381.5825935312381,799.8195994555498,1347.1942358920735,47.89791862501556,187.8565018618382,476.35972473611815
2014-04-01,1557229.4666880383,203.34803192434526,429.7493786677253,757.7817371881604,25.35893733687604,99.26353090300783,271.9570943851885
2014-04-02,931529.6791073349,114.60549717352987,243.79697402258765,446.3423819304163,14.19287522529743,55.45669018406964,161.78707304651633
2014-04-03,586161.9509605153,68.73816145130336,146.98950246930337,277.3337084961858,8.454389513706673,32.98148646601048,101.24181041976149
2014-04-04,387104.3849058693,43.654109180400624,93.74177693455694,181.16271374626373,5.3346086206195995,20.781235515773073,66.4874315800997
2014-04-05,266796.9468308443,29.13126977812361,62.769718242506954,123.65164859411573,3.538843280886752,13.768319217928186,45.56950247647309
2014-04-06,192332.14321874734,20.608721039412895,44.12901938107753,88.09217774455365,2.4682478964930707,9.592228687143628,32.59752511288087
2014-04-07,142524.29010495788,15.032803298997283,32.02729878407126,64.63885366176751,1.778593761907552,6.905207934241609,23.998995689341026
2014-04-08,108294.16755471981,11.27432753806121,23.910188950099347,48.683704011567166,1.3193608333460192,5.117737694344801,18.125300222997897
2014-04-09,84095.41289979313,8.657127226099218,18.28897154527427,37.50688861033872,1.0034391187907492,3.889189621290817,13.996217823277389
2014-04-10,66751.53703933021,6.82171704086561,14.327208892461238,29.534914250133106,0.782238486044508,3.0297492494898193,11.048233395884967
2014-04-11,53921.188669884184,5.479698845810447,11.43779808311035,23.670673567818,0.6218710208544013,2.407132187575287,8.875486936847063
2014-04-12,48770.33107607841,5.261394124209301,10.082933609538347,20.492600332128866,0.5486202104139765,2.1225663041425413,7.8100082392800125
2014-04-13,92177.5009229443,28.94686614510401,23.293031362458066,105.49038693734923,1.3846062119665525,5.4131706348259545,34.5213859865778
2014-04-14,2082564.9620905893,1496.9340699690938,785.8482139409755,1511.757504425159,50.04456411076731,197.5732587972523,493.65832225079885
2014-04-15,2264391.859611091,1439.067805801951,774.28562234885,1539.9313545222003,48.33603478956293,190.4402816327602,517.5858737498711
2014-04-16,1677470.080558618,928.4643295403874,518.7370114354037,1108.2957537190027,31.69090894794006,124.54755107195996,380.27651358842553
2014-04-17,1113359.220963349,547.5488748349028,317.5500851542248,725.0186378281519,19.016571269956845,74.55799918112803,252.04992506142335
2014-04-18,729255.531871865,324.76690368842895,194.91398211365896,469.5416570368391,11.466869688455358,44.85935678171733,164.7211188079769
2014-04-19,487219.68598041317,199.72368839247468,123.56063920060348,310.34052091493925,7.1578363589273435,27.947008727318977,109.61623595855644
2014-04-20,335038.0686145396,128.1909874538954,81.43134548600796,211.2471459873326,4.65488916445944,18.14299623606614,75.01539086641971
2014-04-21,237522.72059112714,85.78781375853573,55.758233793283324,148.32901412997313,3.1510367545682274,12.262851269222335,52.9019480317678
2014-04-22,173312.7418983943,59.62886687458887,39.53272211640606,107.25927339157778,2.2121866321892454,8.597644421569013,38.39253329400462
2014-04-23,133016.91961683077,43.50628827271059,29.3674626984179,80.7308102151551,1.6294880764597284,6.324568430087304,29.090987134283598
2014-04-24,113883.31319962369,36.313270546991696,24.533643222394723,65.73627880781343,1.3615624463227636,5.282254302924281,24.01047228047687
2014-04-25,117485.36897032196,39.51587402090711,25.69034495507094,86.60736964566138,1.4599718722128836,5.675444280645108,30.583075565369445
2014-04-26,109593.26172568295,38.17673673395113,24.269636956701085,86.91615573222904,1.3917950206526415,5.416400074997762,30.67836848001677
2014-04-27,97449.47444592512,34.50883203222885,21.720601584174602,81.14443171644379,1.2496347805666763,4.865237840239469,28.58377413235354
2014-04-28,84398.15645363783,29.985084794795547,18.829037120993007,73.29787468890018,1.0833747488623005,4.217976095577137,25.761755329717875
2014-04-29,72116.46465680026,25.491464656249086,16.04214451059136,65.17322830443149,0.9214913500969084,3.5868616505569197,22.859547994977984
2014-04-30,61346.37868836846,21.460577734751332,13.570024743809542,57.561972494088685,0.7774210543955932,3.0249434651813427,20.158673131976915
2014-05-01,52106.07091287216,17.986639550295934,11.445150974329007,50.65968026631276,0.6535847820393168,2.541951637021298,17.720699740341566
2014-05-02,44302.131211267275,15.067732684664303,9.65638757496911,44.532554937045525,0.549506791971982,2.1361240960152403,15.563841767818309
2014-05-03,37771.79135038222,12.650235407708626,8.168345915928178,39.16481606808202,0.46314363027350847,1.7994977076308092,13.679079328772392
2014-05-04,32330.503722931957,10.662015248002676,6.937390857108358,34.49847638742908,0.39191489951875413,1.521984128029417,12.043727931222802
2014-05-05,28185.217763724577,9.109237460189123,5.975657009250648,30.72639639548223,0.3363534118607153,1.305456700103819,10.734425545649843
2014-05-06,24698.975122432646,7.8265793368259775,5.17366718080873,27.432082008955096,0.29020110526391724,1.1257122121241632,9.593377192793932
2014-05-07,21772.483172524106,6.76109674134829,4.503766576134395,24.550914384310612,0.25172842147131325,0.975935548058145,8.597273353514119
2014-05-08,19244.116032019396,5.8604917214759435,3.9332177408066724,21.992083268053428,0.21906419459225585,0.8488451490401839,7.711631940057314
2014-05-09,17192.344812433555,5.121802145092636,3.464261281043774,19.82015507398534,0.19226245121188779,0.7445581132913011,6.963245750691085
2014-05-10,15866.705924825306,4.58489027336907,3.122105666504263,18.194077817589115,0.1726475070390397,0.6680683266631738,6.418439987393903
2014-05-11,14579.539980909802,4.099520152733847,2.8076378890852602,16.643626819448798,0.1547225360226858,0.5982948638187819,5.895532280531737
2014-05-12,13558.369833232937,3.6926105053587244,2.5455429230292896,15.306947917973433,0.13974211863255903,0.5399297839698606,5.449268482143596
2014-05-13,13137.724592581231,3.407702366075798,2.3685959490884225,14.373573934299252,0.12941958724926317,0.4994213485127159,5.160529597423682
2014-05-14,14156.865899066099,3.6424241780417423,2.420440952412044,14.339517540987321,0.13215258098462945,0.5093860643741289,5.2330348000360685
